id,acl_sentence,claim,annotation,user,cross_annotations,cross_users
14156,5947,Marilyn Monroe's death was unexpected.,,,,
14158,5947,Marilyn Monroe was an actress for a decade.,,,,
14162,2220,The Nilotic peoples are people indigenous to the Nile Valley who speak Nilotic languages.,,,,
14163,2220,Nilotic peoples are people indigenous to the Nile Valley who speak Nilotic languages.,,,,
14164,2220,The Nilotic peoples speak Nilotic languages in Kenya.,,,,
14165,2220,Nilotic peoples speak Nilotic languages in Kenya.,,,,
14167,3647,Salman Khan acted in Hum Aapke Hain Koun.,,,,
14168,3647,Salman Khan is a screenwriter.,,,,
14170,3647,Salman Khan had a role in Hum Aapke Hain Koun.,,,,
14171,3647,Salman Khan played a leading role in Maine Pyar Kiya.,,,,
14172,3647,Salman Khan worked with Salim Gomez.,,,,
14173,4247,The blue whale is slender.,,,,
14175,4247,Blue whale is a slender creature.,,,,
14177,4247,The blue whale has a body that can be shades of bluish-grey dorsally.,,,,
14178,4247,The blue whale is a slender animal.,,,,
14179,4247,Blue whale is a slender animal.,,,,
14181,3845,Sally Field was in Kiss Me Goodbye.,,,,
14182,3845,Sally Field was nominated for an Academy Award for Best Actress.,,,,
14184,3845,Sally Field has won two Academy Awards.,,,,
14186,4861,Brock Lesnar is a heavyweight champion.,,,,
14188,4861,Brock Lesnar was a UFC Heavyweight Champion.,,,,
14190,4861,Brock Lesnar was in the UFC Heavyweight Championship in 2008.,,,,
14191,4861,Brock Lesnar is a lightweight champion.,,,,
14192,4861,Brock Lesnar won the UFC Heavyweight Championship in November 2008.,,,,
14194,2129,Mithun Chakraborty was in Swami Vivekananda.,,,,
14195,2129,Mithun Chakraborty has won two National Film Awards.,,,,
14197,2129,Mithun Chakraborty is an actor.,,,,
14199,2129,Mithun Chakraborty won two more National Film Awards.,,,,
14201,2325,Mackenzie Foy was in a 2012 film.,,,,
14202,2325,Mackenzie Foy starred in The Twilight Saga: Breaking Dawn- Part 2.,,,,
14205,2325,Mackenzie Foy acted in a 2012 film.,,,,
14206,2325,Mackenzie Foy has worked with Christine Foy.,,,,
14208,5746,James McAvoy was nominated for a Golden Globe.,,,,
14209,5746,James McAvoy is in Atonement.,,,,
14210,5746,James McAvoy has been nominated for a Golden Globe.,,,,
14211,5746,James McAvoy is a director.,,,,
14212,5746,James McAvoy won a Golden Globe Award.,,,,
14215,3543,Seth Rogen is a director.,,,,
14217,3543,Seth Rogen starred in Knocked Up and Funny People.,,,,
14218,3543,Seth Rogen has been in films.,,,,
14219,3543,Seth Rogen is a film actor.,,,,
14221,5480,Ozzy Osbourne's album sales are over 100 million.,,,,
14223,5480,Ozzy Ozzy was inducted into the Rock and Roll Hall of Fame.,,,,
14225,5480,Ozzy Osbourne is an artist.,,,,
14228,656,Disney died in December 1966.,,,,
14229,656,Disney died of lung cancer in December 1966.,,,,
14233,26,Colombia is in Central America.,,,,
14234,26,Colombia shares a border to the northwest with Panama.,,,,
14236,26,Colombia borders Panama.,,,,
14237,26,Colombia has a border with Panama.,,,,
14238,195,Venice lies between the Po and the Piave Rivers.,,,,
14239,195,Venetian Lagoon lies between the mouths of the Po and the Piave Rivers.,,,,
14242,195,Venice lies between the Po mouths.,,,,
14243,195,Venice is located in the shallow Venetian Lagoon.,,,,
14244,195,Venetian Lagoon is located in a bay.,,,,
14246,3151,Some nations officially identify themselves as Christian states.,,,,
14247,3151,Several nations officially identify themselves as Christian states.,,,,
14248,3151,A Christian state is officially identified as Christian states.,,,,
14249,3151,The Christian state includes Costa Rica.,,,,
14250,3151,A Christian state is officially recognized by many nations.,,,,
14251,2236,Tokyo officially became the capital.,,,,
14252,2236,Tokyo became the capital of 1868.,,,,
14253,2236,Tokyo was renamed Tokyo Metropolis.,,,,
14254,2236,Tokyo officially became the capital after Emperor Meiji moved his seat to the city.,,,,
14255,2236,Tokyo became the capital of Tokyo in 1868.,,,,
14256,2236,Tokyo is officially the capital of Japan.,,,,
14257,2236,Japan's former capital was Kyoto.,,,,
14259,5917,Salman Khan is a Bollywood actor.,,,,
14261,5917,Salman Khan was in Bollywood films for nine years.,,,,
14262,5917,Salman Khan has been in films since 2014.,,,,
14263,5917,Salman Khan has worked with Khan.,,,,
14265,168,Serbien is a country.,,,,
14266,168,Serbia is in the United States.,,,,
14267,168,Serbia ranks high on the Global Peace Index.,,,,
14268,168,Serbia has an economy.,,,,
14270,178,Margot Kidder acted in theatrical productions.,,,,
14271,178,Margot Kidder was in a 2002 production of The Vagina Monologues.,,,,
14272,178,Margot Kidder acted on Broadway in a 2002 production of The Vagina Monologues.,,,,
14273,178,Margot Kidder is an actress.,,,,
14275,1065,Dennis Hastert was elected to the United States House of Representatives.,,,,
14276,1065,Dennis Hastert was first elected to the United States House of Representatives.,,,,
14278,1065,Dennis Hastert was first elected in 1986.,,,,
14279,1065,Dennis Hastert is a Republican.,,,,
14280,5332,The British Fantasy Award is a British Fantasy Award.,,,,
14281,5332,The British Fantasy Award includes the Robert Holdstock Award.,,,,
14282,5332,The British Fantasy Award is a British Novel.,,,,
14283,5332,A British Fantasy Award is given at the discretion of the BFS.,,,,
14284,5332,The British Fantasy Awards are currently available in the United States.,,,,
14285,5332,The British Fantasy Award is for Fiction.,,,,
14287,1170,Room received three other Academy Award nominations.,,,,
14288,1170,Room is an actress.,,,,
14289,1170,Room was nominated for three other Academy Award nominations.,,,,
14290,1170,Room has received three other Academy Award nominations.,,,,
14291,1170,Zimmer is a film.,,,,
14295,2312,Miley Cyrus was born in 1992.,,,,
14296,2312,Miley Cyrus played the character Miley Stewart.,,,,
14298,5396,William Shakespeare collaborated with playwrights.,,,,
14300,5396,William Shakespeare worked with a playwright.,,,,
14302,5396,William Shakespeare worked with other playwrights.,,,,
14304,528,Minnesota was inhabited by the Dakota and Ojibwe.,,,,
14305,528,Minnesota was once inhabited by the Dakota and Ojibwe.,,,,
14306,528,Minnesota is in Europe.,,,,
14307,528,The Dakota is in Minnesota.,,,,
14308,528,Minnesota is in the United States.,,,,
14311,5881,Iran is in the Middle East.,,,,
14315,232,The Tremont Street Subway was originally located south of Boylston.,,,,
14316,232,Tremont Street Subway is south of Boylston.,,,,
14317,232,The Tremont Street Subway is south of Boylston.,,,,
14318,232,Park Street is a tunnel.,,,,
14319,232,Tremont Street Subway serves Park Street.,,,,
14320,232,The Tremont Street Subway was originally served at Adams Square.,,,,
14321,1209,Some infections can cause hearing loss.,,,,
14323,1209,Genetics causes hearing loss.,,,,
14324,1209,A hearing loss can be caused by birth complications.,,,,
14328,981,Ted Kaczynski is self-professed anarchist.,,,,
14329,981,Ted Kaczynski was born in 1942.,,,,
14333,2432,The Leyton Orient F.C. is a professional football club.,,,,
14336,2432,Leyton Orient F.C. plays football in England.,,,,
14337,2432,"Leyton Orient F.C. plays football in Leyton, London, England.",,,,
14339,833,Tiger Woods has won the Gold Medal.,,,,
14340,833,Tiger Woods won the Gold Medal.,,,,
14341,833,Tiger Woods has won two gold medals at The Open Championship.,,,,
14342,833,Tiger Woods was in the Open Championship in 1999.,,,,
14343,833,Tiger Woods is golfing.,,,,
14345,5516,Lisboa is the capital of Portugal.,,,,
14346,5516,Lisbon has a population of around 2.7 million people.,,,,
14348,5516,Portugal's largest city is Lisbon.,,,,
14351,1601,Mexico is located in the Valley of Mexico.,,,,
14353,1601,Mexico City has a high altitude of 2240 meters.,,,,
14354,1601,Mexico is in Mexico.,,,,
14355,894,Ruth Negga was born in 1982.,,,,
14357,894,Ruth Negga has appeared in the films Capital Letters (2004).,,,,
14359,894,Ruth Negga appeared in the films Capital Letters (2004).,,,,
14360,894,Ruth Negga has appeared in Capital Letters.,,,,
14363,4154,Roger Federer is a sportsman.,,,,
14364,4154,Roger Federer was named Laureus World Sportsman of the Year for a record four consecutive years from 2005 to 2008.,,,,
14365,4154,Roger Federer played for Switzerland.,,,,
14366,4154,Roger Federer won the Davis Cup.,,,,
14370,4908,Roger Federer was born in 1981.,,,,
14374,2877,Rod Laver was born in 1938.,,,,
14377,5510,Bradley Whitford is in Get Out.,,,,
14379,5510,Get Out stars an interracial couple.,,,,
14380,5510,Bradley Whitford was in Get Out.,,,,
14381,5510,Get Out is a film.,,,,
14383,5667,Lemmy's distinctive gravelly voice was known for his distinctive bass playing style.,,,,
14384,5667,Lemmy was known for his distinctive gravelly voice.,,,,
14385,5667,Lemmy has a distinctive gravelly voice.,,,,
14386,5667,Lemmy has distinctive gravelly voice.,,,,
14388,599,Atomic Blonde was directed by David Leitch.,,,,
14389,599,Atomic Blonde is a 2017 American action spy thriller film.,,,,
14392,599,Atomic Blonde is a 2017 action spy thriller film.,,,,
14394,1670,"Charles Dickens was born on February 7th, 1812.",,,,
14396,1670,"Charles Dickens died on June 9, 1870.",,,,
14397,1670,Charles Dickens wrote fiction.,,,,
14398,1670,Charles Dickens died in June.,,,,
14399,739,Ruth Negga acted in Loving.,,,,
14401,739,Ruth Negga portrayed Mildred Loving.,,,,
14403,739,Ruth Negga played Mildred Loving in Loving (2016).,,,,
14404,739,Ruth Negga is an actress.,,,,
14405,739,Ruth Negga has been nominated for an Academy Award.,,,,
14406,4350,The Voice is a U.S. television series.,,,,
14407,4350,"The Voice received US$ 100,000.",,,,
14408,4350,The Voice has received a record deal with Universal Music Group.,,,,
14411,4350,The Voice won a record deal with Universal Music Group.,,,,
14413,3669,Ted Kaczynski excelled academically.,,,,
14416,3669,Ted Kaczynski excelled in academically from an early age.,,,,
14417,5794,Seinfeld finished among the top two with NBC's ER.,,,,
14419,5794,Seinfeld finished with a ER.,,,,
14421,5794,Seinfeld finished among the top two with NBC's ER every year.,,,,
14422,5794,Seinfeld was on NBC.,,,,
14425,2647,Wilhelmina Slater is in the series Ugly Betty.,,,,
14426,2647,Wilhelmina Slater was born in the series Ugly Betty.,,,,
14428,2647,Wilhelmina Slater was born Wanda Slater.,,,,
14431,2748,Hugh Jackman acted in a romantic-comedy fantasy series.,,,,
14432,2748,Hugh Jackman has a long-running role as Wolverine.,,,,
14433,2748,Hugh Jackman is known for his long-running role as Wolverine in the X-Men film series.,,,,
14434,2748,Hugh Jackman was in a romantic-comedy fantasy film.,,,,
14435,2748,Hugh Jackman played Wolverine.,,,,
14436,2748,Hugh Jackman acted in The Prestige.,,,,
14438,5136,Whitney Houston has contributed to Waiting to Exhale.,,,,
14440,5136,Whitney Houston is an actress.,,,,
14444,4370,Rupert Murdoch formed BSkyB.,,,,
14445,4370,Rupert Murdoch's News Corporation expanded into Asian networks.,,,,
14446,4370,Rupert Murdoch founded BSkyB.,,,,
14447,4370,Rupert Murdoch was an American.,,,,
14449,1084,Alec Baldwin has won multiple Screen Actors Guild Awards.,,,,
14450,1084,Alec Baldwin was in 30 Rock.,,,,
14451,1084,Alec Baldwin is an actor.,,,,
14453,1084,Alec Baldwin has won seven Screen Actors Guild Awards.,,,,
14462,4412,Avril Lavigne released her fifth studio album in 2011.,,,,
14463,4412,Avril Lavigne is an actress.,,,,
14464,4412,Avril Lavigne was released by Epic Records.,,,,
14466,4412,Avril Lavigne has worked on her fifth studio album.,,,,
14469,677,Floyd Mayweather Jr. was born in 1977.,,,,
14472,677,Floyd Mayweather Jr. competed from 1996 to 2015,,,,
14474,2869,"Dolly Parton's album is Hello, I'm Dolly.",,,,
14477,2869,"Dolly Parton has an album called Hello, I'm Dolly.",,,,
14478,2869,Dolly Parton released her album in 1967.,,,,
14479,2869,Dolly Parton was a songwriter for others.,,,,
14481,2110,Mark Hamill is a prolific voice actor.,,,,
14482,2110,Mark Hamill has voiced characters.,,,,
14483,2110,Mark Hamill voiced characters in animated television shows and movies.,,,,
14487,3564,Taiwan's official name is Republic of China.,3311,356,3311,356
14489,3564,China's official name is Taiwan.,1111,356,1111,356
14491,5858,The Morse code is a method of transmitting text information.,,,,
14492,5858,The Morse code is a method of transmitting text information as a series of on-off tones.,,,,
14493,5858,Morse code can be understood by a skilled listener or observer without special equipment.,,,,
14494,5858,Morse code transmits text information.,,,,
14496,1510,Young MC appeared in television programs.,,,,
14497,1510,Young MC is an actor.,,,,
14498,1510,Young MC has appeared on television shows.,,,,
14499,1510,Young MC appears on television shows.,,,,
14500,2015,Taylor Swift was awarded the American Music Award for Artist of the Year.,,,,
14502,2015,Taylor Swift won the American Music Award for Artist of the Year.,,,,
14504,2015,Taylor Swift received a Grammy.,,,,
14505,2015,Taylor Swift is an artist.,,,,
14506,2015,Taylor Swift has won awards.,,,,
14508,3694,The Girls' Generation is a South Korean girl group.,,,,
14509,3694,Teens are part of Girls' Generation.,,,,
14510,3694,Girls' Generation includes Tiffany.,,,,
14511,3694,The girls' Generation includes Tiffany.,,,,
14516,6319,"Benedict Cumberbatch was born on July 19th, 1976.",,,,
14522,4797,Lake Powell has the border between Utah and Arizona.,2211,353,2211,353
14523,4797,Lake Powell has a bridge.,3311,353,3311,353
14524,4797,Lake Powell is between Utah and Arizona.,3311,353,3311,353
14528,4078,Allegiant was released online four weeks before it was published.,1311,357,"1311,1311","357,357"
14529,4078,Allegiance: The Path to Allegiant was released online.,1311,357,"1311,1311","357,357"
14531,4078,Allegiant's companion book was released online four weeks before it was published.,3300,357,"3300,3300","357,357"
14533,3727,Batman is a character in The Dark Knight.,,,,
14535,3727,The Dark Knight's cast includes Christian Bale.,,,,
14536,3727,Batman is in The Dark Knight.,,,,
14537,3727,The Dark Knight (film) is a film.,,,,
14538,3727,The Dark Knight was directed by Nolan.,,,,
14542,373,Dean Martin is a comedian.,,,,
14544,373,Dean Martin is an Italian-American singer.,,,,
14546,4313,The Nazi Germany government banned artistic expression.,,,,
14547,4313,Nazi Germany banned artistic expression.,,,,
14548,4313,Nazi Germany banned art forms from being used by other government entities.,,,,
14549,4313,The Nazi Germany government banned art forms.,,,,
14550,4313,The government controlled artistic expression.,,,,
14551,4313,Nazi Germany prohibited other government forms of art.,,,,
14554,3394,Michael Fassbender was in the fantasy war epic 300.,,,,
14555,3394,Michael Fassbender's feature film debut was in the fantasy war epic 300.,,,,
14557,3394,Michael Fassbender acted in the fantasy war epic 300.,,,,
14561,4966,Despacito's salsa version features Victor Manuelle.,,,,
14564,4966,Despacito had a solo pop version.,,,,
14568,1048,Ozzy Osbourne was fired from Black Sabbath.,3311,358,3311,358
14570,1048,Ozzy Osbourne is a musician.,2311,358,2311,358
14574,271,Miley Cyrus was born in 1992.,,,,
14575,271,Miley Cyrus played the character Miley Stewart.,,,,
14578,3170,G20 leaders have been criticized by intellectuals.,,,,
14579,3170,G20 has been criticized by numerous intellectuals.,,,,
14580,3170,G20 leaders have been criticizing membership policies.,,,,
14581,3170,The G20 is a group.,,,,
14584,2494,Amerigo Vespucci was an Italian.,,,,
14585,2494,Amerigo Vespucci is from Brazil.,,,,
14586,2494,Amerigo Vespucci was born in 1454.,,,,
14590,2504,Judy Greer has worked with Judith Therese Evans.,,,,
14593,6186,"Mary Tyler Moore died on January 25th, 2017.",,,,
14594,6186,Mary Tyler Moore died in January 2017.,,,,
14596,6186,Mary Tyler Moore was diagnosed with pneumonia.,,,,
14599,6186,Mary Tyler Moore was 80.,,,,
14602,2779,The constitution of the Republic of Ireland is based on a system of representative democracy.,,,,
14603,2779,Irland is a country.,,,,
14604,2779,The Constitution of Ireland guarantees fundamental rights.,,,,
14605,2779,The Constitution of Ireland guarantees constitutional rights.,,,,
14608,2459,Japan's main character is Masataka Kubota.,,,,
14610,2459,Tokyo Ghoul was directed by Kentar Hagiwara.,,,,
14613,2612,Kuching is the most populous city in Malaysia.,1311,356,1311,356
14616,2612,Kuching's capital is Sarawak.,1311,356,1311,356
14618,2612,Kuching has a state named Sarawak.,1311,356,1311,356
14621,5692,Brazil was elevated to the rank of kingdom upon the formation of the United Kingdom of Portugal.,,,,
14622,5692,Brazil is a country.,,,,
14623,5692,Brazil had the formation of the United Kingdom of Portugal.,,,,
14624,5692,Brazilians were a part of the United Kingdom of Portugal.,,,,
14625,5692,Brazil is the capital of the empire.,,,,
14626,1854,The Star Wars sequel trilogy was released approximately three years apart.,,,,
14627,1854,Star Wars's main cast members co-starred alongside Daisy Ridley.,,,,
14628,1854,Star Wars: The Original trilogy stars Harrison Ford.,,,,
14629,1854,Star Wars: Age of Ultron is a film.,,,,
14630,1854,Harrison Ford co-starred with John Boyega.,,,,
14631,1854,The Star Wars sequel trilogy stars Harrison Ford.,,,,
14632,1854,The Star Wars sequel trilogy is a film.,,,,
14635,1996,Spider-Man was able to shoot spider-webs.,,,,
14636,1996,Spider-Man was given the ability to cling to most surfaces.,,,,
14637,1996,Spider-Man's creators gave him a power and agility.,,,,
14638,1996,Spider-Man is a superhero.,,,,
14639,1996,Spider-Man has wrist-mounted devices.,,,,
14643,347,Winona Ryder was nominated for a Golden Globe for her role in Dracula.,,,,
14644,347,Winona Ryder appeared in a movie directed by Robert Burton.,,,,
14645,347,Winona Ryder starred in Mermaids.,,,,
14646,347,Winona Ryder is an actress.,,,,
14647,4547,Richard III of England was struck down.,,,,
14648,4547,Richard III of England died in 1066.,,,,
14649,4547,Henry VIII had a battle with Harold Godwinson.,,,,
14652,4547,Richard II of England died in a battle in Leicestershire.,,,,
14655,4479,Japan's main character is Masataka Kubota.,,,,
14656,4479,Tokyo Ghoul was directed by Kentar Hagiwara.,,,,
14657,4479,Tokyo Ghoul is an action horror film.,,,,
14658,4479,Tokyo Ghoul stars Masataka Kubota as Ken Kaneki.,,,,
14660,2133,The South East England is the most populous region in 2011.,,,,
14661,2133,England is the third largest region of England.,,,,
14662,2133,"The South East England has an area of 19,096 km 2 (7,373 sq mi).",,,,
14664,2133,England is in the South East.,,,,
14665,2133,South East England is in England.,,,,
14666,2133,The South East England is the most populous region.,,,,
14667,3633,Avril Lavigne voiced Heather.,,,,
14670,3633,Avril Lavigne voiced a Virginia opossum in Over the Hedge.,,,,
14671,3633,Avril Lavigne portrayed an American opossum.,,,,
14672,3633,Avrill Lavigne was in Over the Hedge.,,,,
14674,1475,"Otto I, Holy Roman Emperor, defeated the Magyars.",3311,356,3311,356
14676,1475,Otto II defeated the Magyars at the Battle of Lechfeld.,1311,356,1311,356
14677,1475,Otto defeated the Magyars in Lechfeld.,3311,356,3311,356
14678,1475,Otto I was a Holy Roman Emperor.,3311,356,3311,356
14680,2618,Marilyn Monroe was a sex symbol of the era's attitudes towards sexuality.,,,,
14681,2618,Marilyn Monroe is emblematic of the era's attitudes towards sexuality.,,,,
14682,2618,"Marilyn Monroe played comic ""dumb blonde"" characters.",,,,
14683,2618,Marilyn Monroe became one of the most popular sex symbols of the 1950s.,,,,
14685,5684,Brazil had an explorer named Pedro lvares Cabral.,,,,
14686,5684,Brazilians were inhabited by numerous tribal nations.,,,,
14688,5684,Brazil is in the Portuguese Empire.,,,,
14689,5684,Brazilians were tribal nations.,,,,
14690,3712,Sherlock is based on the stories of Sherlock Holmes.,,,,
14691,3712,Sherlock (TV series) is based on Sir Arthur Conan Doyle's Sherlock Holmes detective stories.,,,,
14693,3712,The character Sherlock Holmes is based on the stories of Sir Arthur Conan Doyle.,,,,
14694,3712,The Sherlock series is based on the stories of Sherlock Holmes.,,,,
14696,1077,Caitlyn Jenner's name changed in 2015.,,,,
14697,1077,"Caitlyn Jenner's gender change became official on September 25, 2015.",,,,
14698,1077,"Caitlyn Jenner changed her gender on September 25, 2015.",,,,
14700,1077,Caitlyn Jenner was in a Vanity Fair cover story.,,,,
14701,1077,Caitlyn Jenner has been named the most famous openly transgender woman in the world.,,,,
14702,1077,"Caitlyn Jenner changed her gender on September 25th, 2015.",,,,
14703,5007,Morse code is comprehensible to humans without a decoding device.,,,,
14704,5007,The Morse code is comprehensible to humans without a decoding device.,,,,
14706,5007,"In Morse code, the code is less sensitive to poor signal conditions.",,,,
14707,5007,Morse code is sensitive to poor signal conditions.,,,,
14713,2636,Marcus Allen is in the history of football.,,,,
14717,6253,Top of the Lake will be set in Sydney.,,,,
14721,6490,Gilmore Girls ran for seven seasons.,,,,
14722,6490,Gilmore Girls was originally a season.,,,,
14724,3032,BoJack Horseman's first season premiered in 2014.,,,,
14727,3032,BoJack Horseman premiered on Netflix.,,,,
14728,3032,BoJack Horseman has a Christmas special.,,,,
14729,3032,BoJack Horseman is on Netflix.,,,,
14730,3213,All of Sherlock's series have been released on DVD and Blu-ray.,,,,
14732,3213,The soundtrack of Sherlock was composed by Michael Price.,,,,
14733,3213,The Sherlock series has been released on DVD and Blu-ray.,,,,
14734,3213,Sherlock is a TV series.,,,,
14737,1202,Beautiful is a song.,,,,
14738,1202,Beautiful won an award for Best Female Pop Vocal Performance.,,,,
14741,2280,"L.A. Reid was born on June 7th, 1956.",,,,
14743,2280,L.A. Reid was the CEO of Arista Records.,,,,
14744,2280,L. A. Reid has served as the chairman of Epic Records.,,,,
14746,2280,L. A. Reid was born in 1956.,,,,
14748,2039,Atomic Blonde is a film.,,,,
14749,2039,Atomic Blonde was written by Kurt Johnstad.,,,,
14750,2039,Atomic Blonde is based on a novel by Sam Hart.,,,,
14751,2039,Atomic Blonde revolves around a spy.,,,,
14752,2039,Atomic Blonde was directed by David Leitch.,,,,
14753,2039,Atomic Blonde is an adaptation of The Coldest City.,,,,
14754,4120,"R. Kelly is known for ""Bump N' Grind.""",,,,
14755,4120,R. Kelly has won three Grammy Awards.,,,,
14756,4120,R. Kelly has a collection of hit singles.,,,,
14759,4120,R. Kelly was on the album 12 Play.,,,,
14760,4120,R. Kelly has been on the album 12 Play.,,,,
14762,2767,Seth Rogen has done voice work for Horton Hears a Who!,,,,
14763,2767,Seth Rogen worked on the film Horton Hears a Who!,,,,
14764,2767,Seth Rogen starred in The Interview.,,,,
14765,2767,Seth Rogen is a voice actor.,,,,
14766,2767,Seth Rogen was in The Spiderwick Chronicles.,,,,
14767,2767,Seth Rogen has done voice work.,,,,
14769,3362,James A. Woods was a screenwriter.,,,,
14770,3362,James A. Woods won an award at The Comedy Festival.,,,,
14771,3362,James A. Woods has won Best Director and Best Screenplay awards.,,,,
14772,3362,James A. Woods is a director.,,,,
14773,3362,James A. Woods was in Hatley High.,,,,
14774,6134,Magic Johnson played point guard for the Lakers.,,,,
14776,6134,Magic Johnson played point guard for the Lakers for 13 seasons.,,,,
14777,6134,Magic Johnson was the point guard for the Lakers for 13 seasons.,,,,
14778,6134,Magic Johnson is a basketball player.,,,,
14779,1927,A heroin overdose may be treated with naloxone.,,,,
14780,1927,Heroin can be overdosed.,,,,
14781,1927,Heroin may cause an overdose.,,,,
14782,1927,Heroin is a drug.,,,,
14784,1927,A heroin overdose can be treated with naloxone.,,,,
14787,2444,Dolly Parton was in the film 9 to 5.,,,,
14789,2444,Dolly Parton has worked with David McFarlane.,,,,
14791,2152,Elizabeth Banks played Lindsay in Wet Hot American Summer.,,,,
14792,2152,Elizabeth Banks is an actress.,,,,
14793,2152,Elizabeth Banks starred in Wet Hot American Summer: First Day of Camp.,,,,
14795,2152,Elizabeth Banks played Lindsay.,,,,
14801,3759,Joseph Galloway was a business partner with the Pennsylvania Chronicle.,3111,356,3111,356
14802,3759,The Pennsylvania Chronicle was founded by Joseph Galloway and Thomas Wharton.,1311,356,1311,356
14803,3759,Pennsylvania Chronicle was founded by William Goddard.,3311,356,3311,356
14804,3759,"The Pennsylvania Chronicle was published in Philadelphia, Pennsylvania.",3311,356,3311,356
14805,3759,Joseph Galloway worked with William Goddard.,3311,356,3311,356
14808,6226,Joe Biden is a senator.,,,,
14812,6178,Beautiful has been widely embraced as anthem by the LGBT community.,,,,
14813,6178,Beautiful (Christina Aguilera song) has been widely embraced as an anthem by the LGBT community.,,,,
14814,6178,Beautiful is an anthem.,,,,
14815,6178,Beautiful has been widely embraced as an anthem by the LGBT community.,,,,
14816,6178,Beautiful was released by an American.,,,,
14818,5801,Andre Agassi was troubled by personal issues during the mid-to-late 1990s.,3311,360,3311,360
14822,5801,Andre Agassi was a professional tennis player.,3311,360,3311,360
14824,4213,Seth Rogen was hired as a staff writer.,,,,
14825,4213,Seth Rogen got a part on Undeclared.,,,,
14827,4213,Seth Rogen hired him as a staff writer.,,,,
14828,4213,Seth Rogen was hired by an American sitcom.,,,,
14829,4213,Seth Rogen had a part on Undeclared.,,,,
14832,3414,Chester Bennington is a member of Dead by Sunrise.,,,,
14833,3414,Chester Bennington's band was formed in 2005.,,,,
14834,3414,Chester Bennington was a member of Dead by Sunrise.,,,,
14835,3414,Chester Bennington is a musician.,,,,
14838,6453,Alex Seropian was a programmer for Bungie Software Products Corporation.,,,,
14839,6453,Alex Seropian worked with Bungie Bungie.,,,,
14840,6453,Bungie Software Products Corporation was established in May 1991.,,,,
14841,6453,Alex Seropian is an American.,,,,
14842,5954,Avril Lavigne's album peaked at number 1 in many countries around the world.,,,,
14843,5954,Avril Lavigne released her second studio album in May 2004.,,,,
14844,5954,"Avril Lavigne's debut single was ""Complicated.""",,,,
14845,5954,Avril Lavigne released her first album in 2004.,,,,
14846,5954,Avril Lavigne's single peaked at number 1 in many countries.,,,,
14847,5954,Avril Lavigne released her second studio album in 2004.,,,,
14848,5954,Avrill Lavigne's album peaked at number 1 in many countries around the world.,,,,
14850,923,The Dark Knight's first film was released in 2008.,,,,
14851,923,Ledger died in 2008.,,,,
14854,923,The Dark Knight's release was delayed by a series of films.,,,,
14855,5557,Mithun Chakraborty was in a movie directed by Raj Kapoor.,,,,
14856,5557,Mithun Chakraborty played Jimmy.,,,,
14857,5557,Mithun Chakraborty is best remembered for his role as Jimmy.,,,,
14858,5557,Mithun Chakraborty acted in a movie directed by Raj Kapoor.,,,,
14859,5557,Mithun Chakraborty was in a Bollywood movie.,,,,
14861,2806,Osamu Tezuka is an actor.,,,,
14862,2806,Osamu Tezuka was a major inspiration during Tezuka's formative years.,,,,
14864,2806,Osamu Tezuka was an inspiration during his formative years.,,,,
14865,2806,Osamu Tezuka was a major inspiration during his formative years.,,,,
14866,2806,Osamu Tezuka is Japanese.,,,,
14867,2806,Osamu Tezuka worked with Walt Disney.,,,,
14869,5494,Marilyn Monroe is an actress.,,,,
14870,5494,Marilyn Monroe starred in Monkey Business.,,,,
14871,5494,Marilyn Monroe played a role in Monkey Business.,,,,
14872,5494,Marilyn Monroe has worked with Fox.,,,,
14874,6436,Anne Bancroft won multiple awards and nominations.,,,,
14875,6436,Anne Bancroft has won multiple awards and nominations.,,,,
14877,6436,Anne Bancroft was in a Broadway play.,,,,
14878,6436,Anne Bancroft has won two Tony Awards.,,,,
14879,6436,Anne Bancroft is an actress.,,,,
14880,5825,The United Kingdom has the Celtic Sea.,,,,
14882,5825,United Kingdom has the Celtic Sea.,,,,
14883,5825,The United Kingdom has an Atlantic Ocean.,,,,
14884,5825,The United Kingdom is on a peninsula.,,,,
14886,4598,Julia Roberts is in Eat Pray Love.,,,,
14887,4598,Eat Pray Love was directed by Ryan Murphy.,,,,
14888,4598,"Julia Roberts was in Eat, Pray, Love.",,,,
14889,4598,Eat Pray Love is a biographical romantic comedy-drama film.,,,,
14890,4598,Julia Roberts is an actress.,,,,
14893,2510,Teresa was canonised.,,,,
14894,2510,Mother Teresa is a saint.,,,,
14895,2510,Mother Teresa's birthday is September 4.,,,,
14896,2510,Mother Teresa was canonised on September 4.,,,,
14897,2510,Mother Teresa died on September 4.,,,,
14899,4052,Gone with the Wind was nominated for two honorary awards.,,,,
14900,4052,Gone with the Wind is a film.,,,,
14902,4052,Gone with the Wind was awarded two honorary awards for Best Picture.,,,,
14903,4052,Gone with the Wind is an Academy Award.,,,,
14904,4358,Psychological horror is a subgenre of horror and psychological fiction.,,,,
14905,4358,The psychological horror subgenre is psychological fiction.,,,,
14906,4358,Psychological horror relies on the psychological status of characters.,,,,
14908,4358,"Psychological horror relies on the mental, emotional and psychological status of characters.",,,,
14909,4358,Psychological horror is a genre of psychological fiction.,,,,
14910,4358,Psychological horror has multiple subgenres.,,,,
