id,sentence,claims,focus,coverage,redundance,model,user,cross_focus,cross_coverage,cross_users
1793,3994,"The Walt Disney Company owns and operates the ABC broadcast television network.
Disney owns and operates the ABC broadcast television network.
Walt Disney Company owns and licenses 14 theme parks.
The Walt Disney Company owns and licenses 14 theme parks.
Disney operates a television network.",,,,t5_small_diverse_7_beam_search,,,,
1794,1771,"James Bond is in the Eon series.
The sixth actor to play Bond in the Eon series is Daniel Craig.
James Bond is a film actor.
Bond is in the Eon series.
James Bond was in a Bond film in 2015.
James Bond has been in a film directed by a British film director.
James Bond is an actor.",,,,t5_small_diverse_7_beam_search,,,,
1795,2136,"Lisa Lopes won four Grammy Awards.
Lisa Lopes has won four Grammy Awards.
Lisa Lopes worked with TLC.
Lisa Lopes is an actress.
Lisa Lopes was in TLC.",11001,0001,00000,t5_small_diverse_7_beam_search,356,11001,0001,356
1796,1637,"Samuel Weiss has shown how prolactin increases the production of new brain cells.
Samuel Weiss shows how prolactin increases the production of new brain cells.
Samuel Weiss has shown that new stem cell-generated brain cells can be redirected to part of the rodent brain.
Samuel Weiss is a scientist.
Samuel Weiss showed how prolactin increases the production of new brain cells.
Samuel Weiss is a doctor.",,,,t5_small_diverse_7_beam_search,,,,
1797,4376,"A floppy disk is made of a thin and flexible magnetic storage medium.
A floppy disk is a type of disk storage.
Floppy disk is made of thin and flexible magnetic storage medium.
Floppy disk is a type of disk storage.
A floppy disk is made of thin and flexible magnetic storage medium.
A floppy disk is composed of a thin and flexible magnetic storage medium.",,,,t5_small_diverse_7_beam_search,,,,
1798,1326,"Ozzy Osbourne has a strong Brummie accent.
Ozzy Osbourne is known for his strong Brummie accent.
Ozzy Osbourne has a star on the Hollywood Walk of Fame.
Ozzy Osbourne is native of Birmingham.",,,,t5_small_diverse_7_beam_search,,,,
1799,4109,"Room was directed by Lenny Abrahamson.
Room is an independent drama film.
Room (2015 film) was directed by Lenny Abrahamson.
Room was written by Emma Donoghue.
Room is based on a novel.
Room was released in 2015.
Room is an independent film.",,,,t5_small_diverse_7_beam_search,,,,
1800,2720,"Denzel Washington is an actor.
Denzel Washington was born on December 28, 1954.
Denzel Washington is a director.
Denzel Washington was born in 1954.
Denzel Washington has received three Golden Globe awards.
Denzel Washington is an American.",,,,t5_small_diverse_7_beam_search,,,,
1801,5883,"Douglas Aircraft Company was founded in 1921.
The Douglas Aircraft Company was founded in 1921.
Douglas Aircraft Company was founded by Donald Wills Douglas.
The Douglas Aircraft Company was founded by Donald Wills Douglas, Sr.
Douglas Aircraft Company was merged with McDonnell Aircraft in 1967.
Douglas Aircraft was founded in 1921.",,,,t5_small_diverse_7_beam_search,,,,
1802,1394,"Venice was a major financial power during the Middle Ages and Renaissance.
The City State of Venice was a staging area for the Crusades.
Venice was a staging area for the Crusades.
Venice had major financial and maritime power in the 13th century.",,,,t5_small_diverse_7_beam_search,,,,
1803,734,"Star vs. the Forces of Evil is produced by Disney Television Animation.
The Star vs. the Forces of Evil is produced by Disney Television Animation.
Star vs. the Forces of Evil is an animated television series.
Star vs. the Forces of Evil was produced by Disney Television Animation.
Star vs. the Forces of Evil is a television series.",,,,t5_small_diverse_7_beam_search,,,,
1804,5182,"Denmark introduced social and labour-market reforms.
Danemark introduced social and labour-market reforms in the early 20th century.
Denmark was an industrialised exporter of agricultural produce.
Denmark introduced social and labour-market reforms in the early 20th century.
Denmark introduced labour-market reforms.
Denmark is a country.",,,,t5_small_diverse_7_beam_search,,,,
1805,3745,"Claudia Leitte has sold over 2 million records.
Claudia Leitte is a singer.
Claudia Leitte was the recipient for three World Music Awards nominations for 2014.
Claudia Leitte received three World Music Awards nominations for 2014.
Claudia Leitte is a musical actress.
Claudia Leitte won three World Music Awards for 2014.",,,,t5_small_diverse_7_beam_search,,,,
1806,1317,"FC Barcelona won their fifth Champions League trophy in 2015.
FC Barcelona is a football club.
FC Barcelona won their fifth Champions League trophy on June 6th, 2015.
FC Barcelona has won 14 trophies in 4 years.
FC Barcelona won the Champions League on June 6th, 2015.
FC Barcelona are a soccer team.",,,,t5_small_diverse_7_beam_search,,,,
1807,6593,"Broadcast News is a film.
Broadcast News (film) is about a virtuoso television news producer.
Broadcast News is about a virtuoso television news producer.
Broadcast News was directed by James L. Brooks.
Broadcast News was written, produced and directed by James L. Brooks.
Broadcast News stars Billiam Hurt.",,,,t5_small_diverse_7_beam_search,,,,
1808,2419,"The jackfruit is native to parts of South and Southeast Asia.
Jackfruit is native to parts of South and Southeast Asia.
The Jackfruit is native to parts of South and Southeast Asia.
Jackfruit originated in the western Ghats.",1111,11011,0000,t5_small_diverse_7_beam_search,354,1111,11011,354
1809,3092,"Lockheed Martin F-35 Lightning II first flew on December 15, 2006.
Lockheed Martin F-35 Lightning II was first flew on December 15, 2006.
Lockheed Martin F-35 Lightning II flew on December 15, 2006.
Lockheed Martin F-35 Lightning II is a plane.
Lockheed Martin F-35 Lightning II was first flying in 2006.
Lockheed Martin F-35 Lightning II flew in 2006.",,,,t5_small_diverse_7_beam_search,,,,
1810,3153,"The Golden State Warriors are nicknamed the Dubs.
Golden State Warriors are nicknamed the Dubs.
The Golden State Warriors' home court is the Oracle Arena.
The Golden State Warriors are nicknamed the ""Dubs.""
Golden State Warriors are nicknamed the ""Dubs.""
The Golden State Warriors have been nicknamed the Dubs.
The Golden State Warriors play the Oracle Arena in Oakland.",,,,t5_small_diverse_7_beam_search,,,,
1811,1361,"Sister Act stars Whoopi Goldberg.
Sister Act is a film.
Sister Act features a Reno lounge singer.
Sister Act was directed by Emile Ardolino.
Sister Act is an American film.",,,,t5_small_diverse_7_beam_search,,,,
1812,3220,"Aaron Taylor-Johnson portrayed Ben.
Aaron Taylor-Johnson was in a movie directed by Oliver Stone.
Aaron Taylor-Johnson portrayed Lt. Brody.
Aaron Taylor-Johnson played a Russian aristocrat.
Aaron Taylor-Johnson is an actor.
Aaron Taylor Johnson portrayed Ben.
Aaron Taylor-Johnson was in Godzilla.",,,,t5_small_diverse_7_beam_search,,,,
1813,4969,"Linkin Park is a band.
Linkin Park's fifth album is Living Things.
Linkin Park has an album called Living Things.
Linkin Park released their fifth album in 2012.",,,,t5_small_diverse_7_beam_search,,,,
1814,1242,"Frank Sinatra was an actor.
Frank Sinatra was a producer.
Frank Sinatra was an American.
Frank Sinatra is one of the best-selling music artists of all time.
Frank Sinatra is a music artist.
Frank Sinatra died on May 14, 1998.
Frank Sinatra was American.",,,,t5_small_diverse_7_beam_search,,,,
1815,4276,"Prakash Jha is a film producer.
Prakash Jha was born on February 27 1952.
Prakash Jha is an actor.
Prakash Jha was born in 1952.
Prakash Jha has worked with Mrityudand.
Prakash Jha is a director.
Prakash Jha was born on February 27, 1952.",,,,t5_small_diverse_7_beam_search,,,,
1816,2707,"Floyd Mayweather is a boxer.
Floyd Mayweather was ranked the best boxer in the world twice in a span of ten years.
Floyd Mayweather has been ranked the best boxer in the world twice.
Floyd Mayweather was on ESPN.
Floyd Mayweather was in multiple sports media outlets.",,,,t5_small_diverse_7_beam_search,,,,
1817,3138,"Aaron Taylor-Johnson performed in Nowhere Boy.
Aaron Taylor-Johnson was in a biopic directed by John Lennon.
Aaron Taylor-Johnson is an actor.
Aaron Taylor-Johnson had a breakthrough performance in a biopic.
Aaron Taylor-Johnson starred in Nowhere Boy.
Aaron Taylor-Johnson has had his breakthrough performance in Nowhere Boy.",,,,t5_small_diverse_7_beam_search,,,,
1818,138,"Puerto Rico has a tropical climate.
Puerto Rico's population is approximately 3.4 million.
Puerto Rico is on the island.
Puerto Rico has a rich history.",,,,t5_small_diverse_7_beam_search,,,,
1819,5113,"Susan Atkins was a member of Charles Manson's ""Family.""
Susan Atkins was a member of Charles Manson's ""Family"".
Susan Atkins was an American.
Susan Atkins died in 2009.
Susan Atkins was a convicted American murderer.
Susan Atkins is American.",,,,t5_small_diverse_7_beam_search,,,,
1820,5967,"Snowpiercer was well received by critics.
Snowpiercer appeared on many film critics' top ten films of 2014.
Snowpiercer is a film.
Snowpiercer appeared on many film critics' top ten film lists of 2014.
Snowpiercer was released in 2014.
Snowpiercer has been released internationally.",,,,t5_small_diverse_7_beam_search,,,,
1821,5868,"Blue whales were hunted almost to extinction.
The blue whales were hunted almost to extinction.
The blue whales were hunted almost to extinction for over a century.
Blue whales were hunted nearly to extinction.",1111,11,0000,t5_small_diverse_7_beam_search,356,1111,11,356
1822,2328,"Colombia is one of the world's 17 megadiverse countries.
Colombia is a country.
Colombia has the fourth-largest economy in Latin America.
Colombia has the most densely biodiverse of these per square kilometer.
Colombia is in the world.",,,,t5_small_diverse_7_beam_search,,,,
1823,605,"Miley Cyrus' father starred in the show.
Miley Cyrus was a teen idol.
Miley Cyrus is an actress.
Miley Cyrus' father was Billy Ray.
Miley Cyrus had a father who starred in a show.
Miley Cyrus has a father.
Miley Cyrus was on the Disney Channel.",,,,t5_small_diverse_7_beam_search,,,,
1824,3115,"Muammar Gaddafi was Chairperson of the African Union.
Muammar Gaddafi was President of the African Union.
Muammar Gaddafi was Chairperson of the African Union from 2009 to 10.
Muammar Gaddafi was a Chairperson of the African Union.
Muammar Gaddafi is a president.
Muammar Gaddafi supported economic privatisation.
Muammar Gaddafi worked with the African Union.",1011010,0011,0000000,t5_small_diverse_7_beam_search,353,1011010,0011,353
1826,2950,"The Weeknd released his third studio album in 2016.
The Weeknd is a rapper.
The Weeknd's third studio album was Starboy.
The Weeknd has an album called Starboy.
The Weeknd's third album was Starboy.
The Weeknd is a musician.",,,,t5_small_diverse_7_beam_search,,,,
1827,1538,"Jacki Weaver was in Petersen.
Jacki Weaver is an actress.
Jacki Weaver worked in Stork (1971).
Jacki Weaver has worked in Ozploitation films.
Jacki Weaver acted in Petersen.",,,,t5_small_diverse_7_beam_search,,,,
1828,3447,"Allegiant was published by HarperCollins.
Allegiant is a science fiction novel.
Allegiant was written by Veronica Roth.
Allegiant is science fiction.
Allegiant was published in 2013.
Allgiant was written by Veronica Roth.",,,,t5_small_diverse_7_beam_search,,,,
1829,3150,"Luxembourg is a sovereign state.
Luxembourg is the same size as the English county of Northamptonshire.
Luxembourg has an area of 2,586 km2.
Luxembourg is in Europe.
Luxemburg is in Europe.
Luxemburg is a sovereign state.",,,,t5_small_diverse_7_beam_search,,,,
1830,3809,"Prague is the 14th largest city in the European Union.
Prague is in the Czech Republic.
Prague is the capital of the Czech Republic.
Prag is in the Czech Republic.
Prague is a city.",01111,01010,00000,t5_small_diverse_7_beam_search,356,"01111,01101","01010,00010","356,353"
1831,1007,"James McAvoy has worked on a science fiction show.
James McAvoy worked on Shameless.
James McAvoy has worked in the science fiction show Frank Herbert's Children of Dune.
James McAvoy is an actor.
James McAvoy worked on State of Play.
James McAvoy was a television actor.",,,,t5_small_diverse_7_beam_search,,,,
1832,3631,"William Jennings Bryan was from Nebraska.
William Jennings Bryan was a politician from Nebraska.
William Jennings Bryan stood three times as the Party's nominee for President of the United States.
William Jennings Bryan was born March 19,1860.
William Jennings Bryan is a politician.",,,,t5_small_diverse_7_beam_search,,,,
1833,4056,"Frank Sinatra starred in The Man with the Golden Arm.
Frank Sinatra was in The Manchurian Candidate.
Frank Sinatra is an actor.
Frank Sinatra starred in The Manchurian Candidate.
Frank Sinatra won an Academy Award.
Frank Sinatra was in a film directed by John F. Kennedy.
Frank Sinatra has won an Academy Award.",,,,t5_small_diverse_7_beam_search,,,,
1834,1029,"The Second Punic War involved combatants in the western and eastern Mediterranean.
Second Punic War involved combatants in the western and eastern Mediterranean.
The Second Punic War involved combatants.
Second Punic War involved combatants.
The second Punic War was between 218 and 201 BC.",,,,t5_small_diverse_7_beam_search,,,,
1835,5856,"Alicia Keys won a Best Album.
Alicia Keys received 30 nominations in 2008.
Alicia Keys has won 16 Grammy Awards.
Alicia Keys received a list of awards and nominations.
Alicia Keys won an award for Best Album.
Alicia Keys was nominated for an award in 2008.
Alicia Keys has received 30 nominations.",,,,t5_small_diverse_7_beam_search,,,,
1836,1913,"Daniela Hantuchová is a tennis player.
Daniela Hantuchová was in the Open Era.
Daniela Hantuchová was the 37th woman in the Open Era to reach 500 career wins.
Daniela Hantuchová beat Laura Robson in the second round of the Aegon Classic.
Daniela Hantuchová reached 500 career wins.
Daniela Hantuchová has reached 500 career wins.",,,,t5_small_diverse_7_beam_search,,,,
1837,5838,"Get Out is a film.
Get Out was released by Universal Pictures.
Get Out received universal acclaim.
Get Out received universal acclaim from critics and audiences alike.
Get Out was released in the United States.
Get Out has received universal acclaim.",,,,t5_small_diverse_7_beam_search,,,,
1838,438,"Billy Ray Cyrus is a television actor.
Billy Ray Cyrus was on the Disney Channel.
Billy Ray Cyrus co-starred in Hannah Montana.
Billy Ray Cyrus has a daughter named Miley Cyrus.
Billy Ray Cyrus starred in Hannah Montana.
Billy Ray Cyrus was in a Disney Channel series.
Billy Ray Cyrus is an actor.",,,,t5_small_diverse_7_beam_search,,,,
1839,4727,"The Cambodian coup of 1970 led to the proclamation of the Khmer Republic.
Lon Nol was the Prime Minister of Cambodia.
The Cambodian coup of 1970 led ultimately to the proclamation of the Khmer Republic.
Lon Nol was a leader of the Cambodian Republic.
Lon Nol became effective head of state.",,,,t5_small_diverse_7_beam_search,,,,
1840,3908,"Dwight Schrute is a fictional character.
Dwight Schrute is a character on The Office.
The Office is a TV show.
Dwight Schrute was portrayed by Rainn Wilson.
Dwight Schrute is on The Office.
Dwight Schrute is in a TV series.",,,,t5_small_diverse_7_beam_search,,,,
1841,741,"Richard III of England died in 1485.
Richard III of England was King of England from 1483 to 1485.
Richard III of England was King of England from 1483 until his death in 1485.
Richard III of England died on August 22, 1485.
The King of England was born in 1452.",,,,t5_small_diverse_7_beam_search,,,,
1842,467,"Colombia has suffered from an asymmetric low-intensity armed conflict.
Colombia suffered from an asymmetric low-intensity armed conflict.
Colombia had an asymmetric low-intensity armed conflict.
Colombia is a country.
Colombia was in a low-intensity conflict.",,,,t5_small_diverse_7_beam_search,,,,
1843,4206,"Ruth Negga played a role in a mini-series.
Ruth Negga has played roles in television.
Ruth Negga starred in a mini-series.
Ruth Negga was born on January 7th, 1982.
Ruth Negga is an actress.
Ruth Negga played roles in the BBC's mini-series Criminal Justice.
Ruth Negga has played roles in TV.",,,,t5_small_diverse_7_beam_search,,,,
1844,693,"Muscarinic acetylcholine receptors form G protein-receptor complexes in the cell membrane of certain neurons.
Several acetylcholine receptors form G protein-receptor complexes in the cell membrane of certain neurons.
The acetylcholine receptor is a protein-receptor complex.
Muscarinic acetylcholine receptors form G protein-receptor complexes in the cell membrane of certain neurons and other cells.
Muscarinic acetylcholine receptors are acetylcholine receptors.
Muscarinic acetylcholine receptor are acetylcholine receptors.
Muscarinic acetylcholine receptors form G protein-receptor complexes in certain cells.",,,,t5_small_diverse_7_beam_search,,,,
1845,638,"The Beatles were a rock band.
The Beatles had John Lennon as their drummer.
The Beatles included George Harrison.
Beatles were a rock band.
The Beatles formed in Liverpool.
The Beatles had John Lennon as their members.",,,,t5_small_diverse_7_beam_search,,,,
1846,2455,"Vallejo, California is in the North Bay region of the San Francisco Bay Area.
Vallejo, California is located in the North Bay region of the San Francisco Bay Area.
Vallejo, California is a port city.
Vallejo, California is in the San Francisco Bay Area.
Vallejo, California's main character is a Spanish language.
Vallejo, California has a port city.",,,,t5_small_diverse_7_beam_search,,,,
1847,554,"Fiji is northeast of New Zealand's North Island.
Fiji's north island is located in Melanesia.
Fiji is in Melanesia.
Fiji is north of New Zealand.
Fiji has a population of 50,000 people.",00000,000,00000,t5_small_diverse_7_beam_search,356,00000,000,356
1848,295,"Impeachment in the United States was unsuccessful.
Impeachment was unsuccessful.
Impeachment was successful in the sense that Richard Nixon's departure was successful.
Impeachment in the United States was successful in the sense that Nixon's departure was successful.
Impeachment is a political process.
Impeachment in the United States is technically unsuccessful.",,,,t5_small_diverse_7_beam_search,,,,
1849,6093,"Dennis Hastert represented the United States House of Representatives from 1987 to 2007.
Dennis Hastert was born in 1942.
Dennis Hastert served as the 51st Speaker of the United States House of Representatives.
Dennis Hastert is a former congressman.
Dennis Hastert represents the United States House of Representatives.
Dennis Hastert represented from 1987 to 2007.
Dennis Hastert was born on January 2.",,,,t5_small_diverse_7_beam_search,,,,
1850,5532,"Jon Snow worked to negotiate an alliance between the Night's Watch and the wildlings.
Jon Snow is a character in a dance with dragons.
Jon Snow was in a dance with dragons.
Jon Snow appears in 2005's A Feast for Crows.
Jon Snow is a character in a 2011 A Dance with Dragons drama.
Jon Snow was in a 2011 American comedy drama series.",,,,t5_small_diverse_7_beam_search,,,,
1851,3326,"The Beatles had Pete Best as their core.
The Beatles were a drummer.
The Beatles included Pete Best.
George Martin was the drummer for The Beatles.
The Beatles were joined by Pete Best.
The Beatles' core included Pete Best.
The Beatles had Pete Best as their drummer.",,,,t5_small_diverse_7_beam_search,,,,
1852,3590,"Madonna (entertainer) performed in the music groups Breakfast Club and Emmy.
Madonna (entertainer) signed with Sire Records.
Madonna is an auxiliary label.
Madonna released her debut album in 1982.
Madonna (entertainer) released her debut album in 1982.
Madonna is an American singer.",,,,t5_small_diverse_7_beam_search,,,,
1853,4982,"Brazil is the world's eighth-largest by nominal GDP.
Brazil's economy is the world's eighth-largest by nominal GDP.
Brazilian economy is the world's eighth-largest by nominal GDP.
Brazil has a nominal GDP.
Brazil has an economic system.",,,,t5_small_diverse_7_beam_search,,,,
1854,6316,"Anne Bancroft won two Tony Awards.
Anne Bancroft won multiple awards and nominations.
Anne Bancroft has won multiple awards and nominations.
Anne Bancroft won one Academy Award.
Anne Bancroft was in a Broadway play.
Anne Bancroft has won two Tony Awards.
Anne Bancroft is an actress.",,,,t5_small_diverse_7_beam_search,,,,
1855,917,"A quarry is a place from which dimension stone has been excavated.
Quarry is a place from which dimension stone has been excavated.
A quarry is a place from which dimension stone, rock, construction aggregate, riprap, or slate has been excavated.
Quarry is a place from which dimension stone, rock, construction aggregate, riprap, or slate has been excavated.
A quarry can be a place from which dimension stone has been excavated.
A quarry is an open-pit mine.
A quarry is a place.",,,,t5_small_diverse_7_beam_search,,,,
1856,2204,"Tennis is a racket sport.
Tennis can be played individually.
Tennis can be played individually against a single opponent.
Tennis can be played between two teams of two players each.",,,,t5_small_diverse_7_beam_search,,,,
1857,1673,"Clueless stars Alicia Silverstone.
Clueless stars Brittany Murphy.
Clueless was produced by Robert Lawrence.
Clueless was produced by Scott Rudin and Robert Lawrence.
Clueless is an American film.",10000,1000,00000,t5_small_diverse_7_beam_search,356,10000,1000,356
1858,889,"Rupert Murdoch was Chairman of News Corporation.
Rupert Murdoch was the CEO of News Corporation.
Rupert Murdoch had full control as Chairman and CEO of News Corporation.
Rupert Murdoch is a media conglomerate.
Rupert Murdoch had full control after the conglomerate split.
Rupert Murdoch was chairman of News Corporation.",,,,t5_small_diverse_7_beam_search,,,,
1859,108,"Jon Huntsman Jr. served as the 16th Governor of Utah.
Jon Huntsman Jr. was born March 26, 1960.
Jon Huntsman Jr. is a politician.
Jon Huntsman Jr. served as United States Ambassador to China.
Jon Huntsman Jr. was the United States Ambassador to Singapore from 1992 to 1993.
Jon Huntsman Jr. is a businessman.
Jon Huntsman Jr was born March 26, 1960.",,0000,0000000,t5_small_diverse_7_beam_search,,,,
1860,4251,"Girls' Generation is a South Korean girl group.
Girls' Generation is formed by S.M. Entertainment.
Girls' Generation was formed by S.M. Entertainment.
Boys' Generation formed by S.M. Entertainment.
Girls' Generation is a group.",,,,t5_small_diverse_7_beam_search,,,,
1861,2427,"Hayden Panettiere is known for her role as Kairi in Kingdom Hearts.
Hayden Panettiere was in Heroes.
Hayden Panettiere is known for her role as Kairi.
Hayden Panettiere was a cheerleader on Heroes.
Hayden Panettiere acted in Heroes.
Hayden Panettiere played Kairi in Kingdom Hearts.
Hayden Panettiere is an actress.",,,,t5_small_diverse_7_beam_search,,,,
1862,5670,"Lithuania is a member of the European Union.
Litauen is a member of the European Union.
Lithuania is part of the Eurozone.
Lithuania is a member of the Eurozone.
Lithuania has an independent state.",10000,01,00000,t5_small_diverse_7_beam_search,353,10000,01,353
1863,5086,"Hugh Jackman hosted the 81st Academy Awards.
Hugh Jackman hosted a ceremony held in Paris.
Hugh Jackman won an Emmy Award.
Hugh Jackman was a host of the Tony Awards himself.
Hugh Jackman is an actor.",,,,t5_small_diverse_7_beam_search,,,,
1864,2273,"Marilyn Monroe died in 1962.
Marilyn Monroe died on August 5, 1962.
Marilyn Monroe died from an overdose of barbiturates.
Marilyn Monroe was a victim of an overdose of barbiturates.
Marilyn Monroe's home was in Los Angeles.
Marilyn Monroe was killed in 1962.",,,,t5_small_diverse_7_beam_search,,,,
1865,5811,"Prometheus was a prequel to Alien.
Prometheus (2012 film) was developed by James Cameron.
Prometheus is a film.
Prometheus's director is James Cameron.
Prometheus (2012 film) was adapted from a science fiction horror film.
Prometheus was released in 2012.",,,,t5_small_diverse_7_beam_search,,,,
1866,4145,"Idris Elba was nominated for a Primetime Emmy Award.
Idris Elba has been nominated for a Golden Globe Award.
Idris Elba has been nominated four times for a Golden Globe Award.
Idris Elba was nominated five times for a Primetime Emmy Award.
Idris Elba won a Golden Globe Award.
Idris Elba is an actor.",,,,t5_small_diverse_7_beam_search,,,,
1867,1844,"A Perfect Circle is a rock group.
A Perfect Circle was formed in 1999.
A Perfect Circle was formed by Maynard James Keenan.
Billy Howerdel is a guitarist.
A Perfect Circle formed in 1999.
A Perfect Circle is American.",,,,t5_small_diverse_7_beam_search,,,,
1868,3539,"Benin is a country.
Benin's capital is Porto-Novo.
Benin is in the United States.
Benin has a seat of government in Cotonou.
Benin is the capital of the country.
The capital of Benin is Porto-Novo.",,,,t5_small_diverse_7_beam_search,,,,
1869,305,"Matt Smith played Jim Taylor.
Matt Smith was in a BBC series.
Matt Smith played Jim Taylor in The Ruby in the Smoke.
Matt Smith acted in The Ruby in the Smoke.
Matt Smith (actor) played Jim Taylor.
Matt Smith was in The Ruby in the Smoke.",,,,t5_small_diverse_7_beam_search,,,,
1870,515,"Akshay Kumar is an actor.
Akshay Kumar has established himself as a leading contemporary actor.
Akshay Kumar is a contemporary actor.
Akshay Kumar has established himself as a leading contemporary actor of Hindi cinema.
Akshay Kumar was in Bollywood films.",,,,t5_small_diverse_7_beam_search,,,,
1871,12,"Dilwale Dulhania Le Jayenge was shot in London.
Dilwale Dulhania Le Jayenge was shot in Switzerland.
Dilwale Dulhania Le Jayenge is a film.
Dilwale Dulhania Le Jayenge shot the film in London.
Dilwale Dulhania Le Jayenge is a Bollywood film.
Dilwale Dulhania Le Jayenge was shot from 1994 to 1995.",,,,t5_small_diverse_7_beam_search,,,,
1872,3721,"Highway to Heaven ran on NBC.
Highway to Heaven is a television series.
Highway to Heaven was aired for five seasons.
Highway to Heaven runs from 1984 to 1989.
Highway to Heaven is an American television drama series.",,,,t5_small_diverse_7_beam_search,,,,
1873,3508,"Hush was produced by Trevor Macy.
Hush is a film.
Hush was produced by Jason Blum.
Hush was produced through Intrepid Pictures.",1011,111,0000,t5_small_diverse_7_beam_search,356,1011,111,356
1874,5865,"Denmark's constitution ended the absolute monarchy.
Denmark had an absolute monarchy.
The Constitution of Denmark was signed on June 5th, 1849.
Denmark was signed on 5 June 1849.
Denmark has a constitutional monarchy.",,,,t5_small_diverse_7_beam_search,,,,
1875,948,"A mixtape is a home-made compilation of music.
Mixtape is a home-made compilation of music.
A mixtape is a compilation of music.
Mixtape is home-made.
A mixtape is home-made.",,,,t5_small_diverse_7_beam_search,,,,
1876,4393,"David Spade starred in the film Tommy Boy.
David Spade has starred in two films.
David Spade starred in a film directed by John Hughes.
David Spade co-starred in the films Tommy Boy.
David Spade was in the film Tommy Boy.
David Spade is an actor.
David Spade starred in Tommy Boy.",,,,t5_small_diverse_7_beam_search,,,,
1877,1838,"Paranormal beliefs are notable.
The most notable paranormal beliefs are psychic abilities.
Paranormal beliefs include psychic abilities.
Paranormal beliefs are based on empirical observations.
Paranormal concepts can be attributed to cryptids.
Paranormal beliefs include ghosts.",,,,t5_small_diverse_7_beam_search,,,,
1878,5469,"Golden State Warriors were renamed the San Francisco Bay Area.
The Golden State Warriors relocated to the San Francisco Bay Area in 1962.
Golden State Warriors relocated to the San Francisco Bay Area in 1962.
The Golden State Warriors were renamed the San Francisco Bay Area Warriors.
Golden State Warriors are in the San Francisco Bay Area.
Golden State Warriors was renamed the San Francisco Bay Area Warriors.
The Golden State Warriors was renamed the San Francisco Bay Area Warriors.",,,,t5_small_diverse_7_beam_search,,,,
1879,343,"Roger Moore was born in 1927.
Roger Moore was born on October 14th, 1927.
Sir Roger Moore was born on October 14th, 1927.
Roger Moore died in 2017.
Roger Moore played James Bond in seven feature films.
Roger Moore was an actor.
Roger Moore is an actor.",,,,t5_small_diverse_7_beam_search,,,,
1880,795,"Emily Dickinson's poems are unique for the era in which she wrote.
Emily Dickinson has poems that lack titles.
Emily Dickinson is unique for the era in which she wrote.
Emily Dickinson wrote poems.
Emily Dickinson's poems often lack titles.
Emily Dickinson writes poetry.",,,,t5_small_diverse_7_beam_search,,,,
1881,5957,"American Gods was adapted into a novel by Starz.
American Gods is an adaptation.
American Gods's creator is Bryan Fuller.
American Gods was airing in 2017.
American Gods is a novel.
American Gods's first airing was an adaptation.
American Gods was directed by Starz.",,,,t5_small_diverse_7_beam_search,,,,
1882,5536,"Prisoner is set in a fictional women's prison.
Prisoner is set in the Wentworth Detention Centre.
Prisoner is a soap opera.
Prisoner's title is Prisoner: Cell Block H.
Prisoner was aired on TV.",,,,t5_small_diverse_7_beam_search,,,,
1883,1150,"The Voice was renewed for a fourteenth series.
Jennifer Hudson is a coach in The Voice.
Jennifer Hudson is a coach in the fourteenth season of The Voice.
The Voice had Jennifer Hudson as a coach in the thirteenth season.
The Voice has been renewed for a fourteenth series.
The Voice was renewed for a fourteenth season.
Jennifer Hudson played for NBC.",,,,t5_small_diverse_7_beam_search,,,,
1884,785,"FC Barcelona won five trophies in 2011.
FC Barcelona is a football club.
FC Barcelona was in the European champions again in 2011.
FC Barcelona has won five trophies.",0001,11,0000,t5_small_diverse_7_beam_search,354,"0001,0011","11,01","354,356"
1885,1404,"Tiger Woods won this tournament.
Tiger Woods was a professional golfer.
Tiger Woods is a golfer.
Tiger Woods won by 12 strokes.
Tiger Woods was in the 1997 Masters.
Tiger Woods has won by 12 strokes.
Tiger Woods is a tennis player.",,,,t5_small_diverse_7_beam_search,,,,
1886,4387,"Justice League is based on the DC Comics superhero team.
Justice League is a superhero film.
Justice League was distributed by Warner Bros.
Justice League (film) is based on a superhero team.
Justice League is an American film.
Justice League is based on a superhero team.",,,,t5_small_diverse_7_beam_search,,,,
1887,1994,"Seven Days in May stars a military veteran.
Seven Days in May stars an American actor born in 1893.
Seven Days in May stars Ava Gardner.
Seven Days in May was directed by John Frankenheimer.
Seven Days in May is about a military-political cabal.
Seven Days in May is a film.
Seven Days in May stars Fredric March.",,,,t5_small_diverse_7_beam_search,,,,
1888,227,"Margot Kidder won an Emmy Award.
Margot Kidder performed on R.L. Stine's The Haunting Hour.
Margot Kidder is an actress.
Margot Kidder starred in R.L. Stine's The Haunting Hour.
Margot Kidder was on a children's television series.
Margot Kidder has won an Emmy Award.
Margot Kidder won an Emmy Award in 2015.",,,,t5_small_diverse_7_beam_search,,,,
1889,3090,"Zinedine Zidane was a Ligue 1 Player of the Year.
Zinedine Zidane was a footballer of the year.
Zinedine Zidane played football in 1996.
Zinedine Zidane was a Ligue 1 Player of the Year in 1996.
Zinedine Zidane was the Ligue 1 Player of the Year in 1996.
Zinedine Zidane is a football player.
Zinedine Zidane played for La Liga.",,,,t5_small_diverse_7_beam_search,,,,
